idx,case_idx,key,mixture_id,target_source,mixture_relpath,target_relpath,enrollment_relpath
827,1,22go010w_0.049796_445c020n_-0.049796_445o030b,22go010w_0.049796_445c020n_-0.049796,s2,tt/mix/22go010w_0.049796_445c020n_-0.049796.wav,tt/s2/22go010w_0.049796_445c020n_-0.049796.wav,wsj0/si_et_05_8k/445/445o030b.wav
828,0,22go010w_0.26447_443o030i_-0.26447_22gc0114,22go010w_0.26447_443o030i_-0.26447,s1,tt/mix/22go010w_0.26447_443o030i_-0.26447.wav,tt/s1/22go010w_0.26447_443o030i_-0.26447.wav,wsj0/si_dt_05_8k/22g/22gc0114.wav
828,1,22go010w_0.26447_443o030i_-0.26447_443c020a,22go010w_0.26447_443o030i_-0.26447,s2,tt/mix/22go010w_0.26447_443o030i_-0.26447.wav,tt/s2/22go010w_0.26447_443o030i_-0.26447.wav,wsj0/si_et_05_8k/443/443c020a.wav
829,0,22go010x_0.33244_22ho0108_-0.33244_22go010r,22go010x_0.33244_22ho0108_-0.33244,s1,tt/mix/22go010x_0.33244_22ho0108_-0.33244.wav,tt/s1/22go010x_0.33244_22ho0108_-0.33244.wav,wsj0/si_dt_05_8k/22g/22go010r.wav
829,1,22go010x_0.33244_22ho0108_-0.33244_22ho0101,22go010x_0.33244_22ho0108_-0.33244,s2,tt/mix/22go010x_0.33244_22ho0108_-0.33244.wav,tt/s2/22go010x_0.33244_22ho0108_-0.33244.wav,wsj0/si_dt_05_8k/22h/22ho0101.wav
830,0,22go010x_0.78493_420c020b_-0.78493_22gc010q,22go010x_0.78493_420c020b_-0.78493,s1,tt/mix/22go010x_0.78493_420c020b_-0.78493.wav,tt/s1/22go010x_0.78493_420c020b_-0.78493.wav,wsj0/si_dt_05_8k/22g/22gc010q.wav
830,1,22go010x_0.78493_420c020b_-0.78493_420o0307,22go010x_0.78493_420c020b_-0.78493,s2,tt/mix/22go010x_0.78493_420c020b_-0.78493.wav,tt/s2/22go010x_0.78493_420c020b_-0.78493.wav,wsj0/si_dt_05_8k/420/420o0307.wav
831,0,22go010y_1.7453_422a010c_-1.7453_22gc010y,22go010y_1.7453_422a010c_-1.7453,s1,tt/mix/22go010y_1.7453_422a010c_-1.7453.wav,tt/s1/22go010y_1.7453_422a010c_-1.7453.wav,wsj0/si_dt_05_8k/22g/22gc010y.wav
831,1,22go010y_1.7453_422a010c_-1.7453_422c0212,22go010y_1.7453_422a010c_-1.7453,s2,tt/mix/22go010y_1.7453_422a010c_-1.7453.wav,tt/s2/22go010y_1.7453_422a010c_-1.7453.wav,wsj0/si_dt_05_8k/422/422c0212.wav
832,0,22go010z_0.19373_446c020f_-0.19373_22ga010b,22go010z_0.19373_446c020f_-0.19373,s1,tt/mix/22go010z_0.19373_446c020f_-0.19373.wav,tt/s1/22go010z_0.19373_446c020f_-0.19373.wav,wsj0/si_dt_05_8k/22g/22ga010b.wav
832,1,22go010z_0.19373_446c020f_-0.19373_446c020t,22go010z_0.19373_446c020f_-0.19373,s2,tt/mix/22go010z_0.19373_446c020f_-0.19373.wav,tt/s2/22go010z_0.19373_446c020f_-0.19373.wav,wsj0/si_et_05_8k/446/446c020t.wav
833,0,22go0110_0.95557_443o0314_-0.95557_22gc010z,22go0110_0.95557_443o0314_-0.95557,s1,tt/mix/22go0110_0.95557_443o0314_-0.95557.wav,tt/s1/22go0110_0.95557_443o0314_-0.95557.wav,wsj0/si_dt_05_8k/22g/22gc010z.wav
833,1,22go0110_0.95557_443o0314_-0.95557_443c020b,22go0110_0.95557_443o0314_-0.95557,s2,tt/mix/22go0110_0.95557_443o0314_-0.95557.wav,tt/s2/22go0110_0.95557_443o0314_-0.95557.wav,wsj0/si_et_05_8k/443/443c020b.wav
834,0,22go0110_2.3989_441c0201_-2.3989_22go010k,22go0110_2.3989_441c0201_-2.3989,s1,tt/mix/22go0110_2.3989_441c0201_-2.3989.wav,tt/s1/22go0110_2.3989_441c0201_-2.3989.wav,wsj0/si_dt_05_8k/22g/22go010k.wav
834,1,22go0110_2.3989_441c0201_-2.3989_441o030s,22go0110_2.3989_441c0201_-2.3989,s2,tt/mix/22go0110_2.3989_441c0201_-2.3989.wav,tt/s2/22go0110_2.3989_441c0201_-2.3989.wav,wsj0/si_et_05_8k/441/441o030s.wav
835,0,22go0111_0.21391_441o030e_-0.21391_22go010n,22go0111_0.21391_441o030e_-0.21391,s1,tt/mix/22go0111_0.21391_441o030e_-0.21391.wav,tt/s1/22go0111_0.21391_441o030e_-0.21391.wav,wsj0/si_dt_05_8k/22g/22go010n.wav
835,1,22go0111_0.21391_441o030e_-0.21391_441o0308,22go0111_0.21391_441o030e_-0.21391,s2,tt/mix/22go0111_0.21391_441o030e_-0.21391.wav,tt/s2/22go0111_0.21391_441o030e_-0.21391.wav,wsj0/si_et_05_8k/441/441o0308.wav
836,0,22go0111_1.4906_447o030f_-1.4906_22go010w,22go0111_1.4906_447o030f_-1.4906,s1,tt/mix/22go0111_1.4906_447o030f_-1.4906.wav,tt/s1/22go0111_1.4906_447o030f_-1.4906.wav,wsj0/si_dt_05_8k/22g/22go010w.wav
836,1,22go0111_1.4906_447o030f_-1.4906_447o0303,22go0111_1.4906_447o030f_-1.4906,s2,tt/mix/22go0111_1.4906_447o030f_-1.4906.wav,tt/s2/22go0111_1.4906_447o030f_-1.4906.wav,wsj0/si_et_05_8k/447/447o0303.wav
837,0,22go0112_2.2165_445c020i_-2.2165_22ga010z,22go0112_2.2165_445c020i_-2.2165,s1,tt/mix/22go0112_2.2165_445c020i_-2.2165.wav,tt/s1/22go0112_2.2165_445c020i_-2.2165.wav,wsj0/si_dt_05_8k/22g/22ga010z.wav
837,1,22go0112_2.2165_445c020i_-2.2165_445c0212,22go0112_2.2165_445c020i_-2.2165,s2,tt/mix/22go0112_2.2165_445c020i_-2.2165.wav,tt/s2/22go0112_2.2165_445c020i_-2.2165.wav,wsj0/si_et_05_8k/445/445c0212.wav
838,0,22go0113_2.151_422a0102_-2.151_22gc0105,22go0113_2.151_422a0102_-2.151,s1,tt/mix/22go0113_2.151_422a0102_-2.151.wav,tt/s1/22go0113_2.151_422a0102_-2.151.wav,wsj0/si_dt_05_8k/22g/22gc0105.wav
838,1,22go0113_2.151_422a0102_-2.151_422a010j,22go0113_2.151_422a0102_-2.151,s2,tt/mix/22go0113_2.151_422a0102_-2.151.wav,tt/s2/22go0113_2.151_422a0102_-2.151.wav,wsj0/si_dt_05_8k/422/422a010j.wav
839,0,22go0114_0.2207_446o0316_-0.2207_22gc010z,22go0114_0.2207_446o0316_-0.2207,s1,tt/mix/22go0114_0.2207_446o0316_-0.2207.wav,tt/s1/22go0114_0.2207_446o0316_-0.2207.wav,wsj0/si_dt_05_8k/22g/22gc010z.wav
839,1,22go0114_0.2207_446o0316_-0.2207_446o030g,22go0114_0.2207_446o0316_-0.2207,s2,tt/mix/22go0114_0.2207_446o0316_-0.2207.wav,tt/s2/22go0114_0.2207_446o0316_-0.2207.wav,wsj0/si_et_05_8k/446/446o030g.wav
840,0,22go0115_1.7724_445c020v_-1.7724_22gc0101,22go0115_1.7724_445c020v_-1.7724,s1,tt/mix/22go0115_1.7724_445c020v_-1.7724.wav,tt/s1/22go0115_1.7724_445c020v_-1.7724.wav,wsj0/si_dt_05_8k/22g/22gc0101.wav
840,1,22go0115_1.7724_445c020v_-1.7724_445o030v,22go0115_1.7724_445c020v_-1.7724,s2,tt/mix/22go0115_1.7724_445c020v_-1.7724.wav,tt/s2/22go0115_1.7724_445c020v_-1.7724.wav,wsj0/si_et_05_8k/445/445o030v.wav
841,0,22go0115_2.3045_422o030h_-2.3045_22gc010j,22go0115_2.3045_422o030h_-2.3045,s1,tt/mix/22go0115_2.3045_422o030h_-2.3045.wav,tt/s1/22go0115_2.3045_422o030h_-2.3045.wav,wsj0/si_dt_05_8k/22g/22gc010j.wav
841,1,22go0115_2.3045_422o030h_-2.3045_422a010h,22go0115_2.3045_422o030h_-2.3045,s2,tt/mix/22go0115_2.3045_422o030h_-2.3045.wav,tt/s2/22go0115_2.3045_422o030h_-2.3045.wav,wsj0/si_dt_05_8k/422/422a010h.wav
842,0,22go0116_1.3939_445c020l_-1.3939_22go010t,22go0116_1.3939_445c020l_-1.3939,s1,tt/mix/22go0116_1.3939_445c020l_-1.3939.wav,tt/s1/22go0116_1.3939_445c020l_-1.3939.wav,wsj0/si_dt_05_8k/22g/22go010t.wav
842,1,22go0116_1.3939_445c020l_-1.3939_445c020j,22go0116_1.3939_445c020l_-1.3939,s2,tt/mix/22go0116_1.3939_445c020l_-1.3939.wav,tt/s2/22go0116_1.3939_445c020l_-1.3939.wav,wsj0/si_et_05_8k/445/445c020j.wav
843,0,22ha0101_0.049262_446o030h_-0.049262_22ha0113,22ha0101_0.049262_446o030h_-0.049262,s1,tt/mix/22ha0101_0.049262_446o030h_-0.049262.wav,tt/s1/22ha0101_0.049262_446o030h_-0.049262.wav,wsj0/si_dt_05_8k/22h/22ha0113.wav
843,1,22ha0101_0.049262_446o030h_-0.049262_446o030s,22ha0101_0.049262_446o030h_-0.049262,s2,tt/mix/22ha0101_0.049262_446o030h_-0.049262.wav,tt/s2/22ha0101_0.049262_446o030h_-0.049262.wav,wsj0/si_et_05_8k/446/446o030s.wav
844,0,22ha0101_1.7206_423a010m_-1.7206_22ha010r,22ha0101_1.7206_423a010m_-1.7206,s1,tt/mix/22ha0101_1.7206_423a010m_-1.7206.wav,tt/s1/22ha0101_1.7206_423a010m_-1.7206.wav,wsj0/si_dt_05_8k/22h/22ha010r.wav
844,1,22ha0101_1.7206_423a010m_-1.7206_423o0303,22ha0101_1.7206_423a010m_-1.7206,s2,tt/mix/22ha0101_1.7206_423a010m_-1.7206.wav,tt/s2/22ha0101_1.7206_423a010m_-1.7206.wav,wsj0/si_dt_05_8k/423/423o0303.wav
845,0,22ha0102_0.22055_052o020s_-0.22055_22ha010f,22ha0102_0.22055_052o020s_-0.22055,s1,tt/mix/22ha0102_0.22055_052o020s_-0.22055.wav,tt/s1/22ha0102_0.22055_052o020s_-0.22055.wav,wsj0/si_dt_05_8k/22h/22ha010f.wav
845,1,22ha0102_0.22055_052o020s_-0.22055_052c010s,22ha0102_0.22055_052o020s_-0.22055,s2,tt/mix/22ha0102_0.22055_052o020s_-0.22055.wav,tt/s2/22ha0102_0.22055_052o020s_-0.22055.wav,wsj0/si_dt_05_8k/052/052c010s.wav
846,0,22ha0103_1.0593_422c020y_-1.0593_22hc0107,22ha0103_1.0593_422c020y_-1.0593,s1,tt/mix/22ha0103_1.0593_422c020y_-1.0593.wav,tt/s1/22ha0103_1.0593_422c020y_-1.0593.wav,wsj0/si_dt_05_8k/22h/22hc0107.wav
846,1,22ha0103_1.0593_422c020y_-1.0593_422o030s,22ha0103_1.0593_422c020y_-1.0593,s2,tt/mix/22ha0103_1.0593_422c020y_-1.0593.wav,tt/s2/22ha0103_1.0593_422c020y_-1.0593.wav,wsj0/si_dt_05_8k/422/422o030s.wav
847,0,22ha0103_2.1246_22ga010b_-2.1246_22ha0107,22ha0103_2.1246_22ga010b_-2.1246,s1,tt/mix/22ha0103_2.1246_22ga010b_-2.1246.wav,tt/s1/22ha0103_2.1246_22ga010b_-2.1246.wav,wsj0/si_dt_05_8k/22h/22ha0107.wav
847,1,22ha0103_2.1246_22ga010b_-2.1246_22ga010m,22ha0103_2.1246_22ga010b_-2.1246,s2,tt/mix/22ha0103_2.1246_22ga010b_-2.1246.wav,tt/s2/22ha0103_2.1246_22ga010b_-2.1246.wav,wsj0/si_dt_05_8k/22g/22ga010m.wav
848,0,22ha0104_0.060972_423c020l_-0.060972_22ho010m,22ha0104_0.060972_423c020l_-0.060972,s1,tt/mix/22ha0104_0.060972_423c020l_-0.060972.wav,tt/s1/22ha0104_0.060972_423c020l_-0.060972.wav,wsj0/si_dt_05_8k/22h/22ho010m.wav
848,1,22ha0104_0.060972_423c020l_-0.060972_423a010n,22ha0104_0.060972_423c020l_-0.060972,s2,tt/mix/22ha0104_0.060972_423c020l_-0.060972.wav,tt/s2/22ha0104_0.060972_423c020l_-0.060972.wav,wsj0/si_dt_05_8k/423/423a010n.wav
849,0,22ha0104_2.162_445o0302_-2.162_22ho0110,22ha0104_2.162_445o0302_-2.162,s1,tt/mix/22ha0104_2.162_445o0302_-2.162.wav,tt/s1/22ha0104_2.162_445o0302_-2.162.wav,wsj0/si_dt_05_8k/22h/22ho0110.wav
849,1,22ha0104_2.162_445o0302_-2.162_445c0211,22ha0104_2.162_445o0302_-2.162,s2,tt/mix/22ha0104_2.162_445o0302_-2.162.wav,tt/s2/22ha0104_2.162_445o0302_-2.162.wav,wsj0/si_et_05_8k/445/445c0211.wav
850,0,22ha0105_1.2913_442o0311_-1.2913_22ha010p,22ha0105_1.2913_442o0311_-1.2913,s1,tt/mix/22ha0105_1.2913_442o0311_-1.2913.wav,tt/s1/22ha0105_1.2913_442o0311_-1.2913.wav,wsj0/si_dt_05_8k/22h/22ha010p.wav
850,1,22ha0105_1.2913_442o0311_-1.2913_442o0308,22ha0105_1.2913_442o0311_-1.2913,s2,tt/mix/22ha0105_1.2913_442o0311_-1.2913.wav,tt/s2/22ha0105_1.2913_442o0311_-1.2913.wav,wsj0/si_et_05_8k/442/442o0308.wav
851,0,22ha0108_1.4326_446o0312_-1.4326_22ho010g,22ha0108_1.4326_446o0312_-1.4326,s1,tt/mix/22ha0108_1.4326_446o0312_-1.4326.wav,tt/s1/22ha0108_1.4326_446o0312_-1.4326.wav,wsj0/si_dt_05_8k/22h/22ho010g.wav
851,1,22ha0108_1.4326_446o0312_-1.4326_446o030s,22ha0108_1.4326_446o0312_-1.4326,s2,tt/mix/22ha0108_1.4326_446o0312_-1.4326.wav,tt/s2/22ha0108_1.4326_446o0312_-1.4326.wav,wsj0/si_et_05_8k/446/446o030s.wav
852,0,22ha010a_0.95283_446o030e_-0.95283_22ha0105,22ha010a_0.95283_446o030e_-0.95283,s1,tt/mix/22ha010a_0.95283_446o030e_-0.95283.wav,tt/s1/22ha010a_0.95283_446o030e_-0.95283.wav,wsj0/si_dt_05_8k/22h/22ha0105.wav
852,1,22ha010a_0.95283_446o030e_-0.95283_446c0201,22ha010a_0.95283_446o030e_-0.95283,s2,tt/mix/22ha010a_0.95283_446o030e_-0.95283.wav,tt/s2/22ha010a_0.95283_446o030e_-0.95283.wav,wsj0/si_et_05_8k/446/446c0201.wav
853,0,22ha010b_0.31199_440c020r_-0.31199_22ho010p,22ha010b_0.31199_440c020r_-0.31199,s1,tt/mix/22ha010b_0.31199_440c020r_-0.31199.wav,tt/s1/22ha010b_0.31199_440c020r_-0.31199.wav,wsj0/si_dt_05_8k/22h/22ho010p.wav
853,1,22ha010b_0.31199_440c020r_-0.31199_440o030d,22ha010b_0.31199_440c020r_-0.31199,s2,tt/mix/22ha010b_0.31199_440c020r_-0.31199.wav,tt/s2/22ha010b_0.31199_440c020r_-0.31199.wav,wsj0/si_et_05_8k/440/440o030d.wav
854,0,22ha010b_2.2488_053o020o_-2.2488_22hc0110,22ha010b_2.2488_053o020o_-2.2488,s1,tt/mix/22ha010b_2.2488_053o020o_-2.2488.wav,tt/s1/22ha010b_2.2488_053o020o_-2.2488.wav,wsj0/si_dt_05_8k/22h/22hc0110.wav
854,1,22ha010b_2.2488_053o020o_-2.2488_053a050h,22ha010b_2.2488_053o020o_-2.2488,s2,tt/mix/22ha010b_2.2488_053o020o_-2.2488.wav,tt/s2/22ha010b_2.2488_053o020o_-2.2488.wav,wsj0/si_dt_05_8k/053/053a050h.wav
855,0,22ha010c_0.65618_444o030u_-0.65618_22ha0111,22ha010c_0.65618_444o030u_-0.65618,s1,tt/mix/22ha010c_0.65618_444o030u_-0.65618.wav,tt/s1/22ha010c_0.65618_444o030u_-0.65618.wav,wsj0/si_dt_05_8k/22h/22ha0111.wav
855,1,22ha010c_0.65618_444o030u_-0.65618_444o030v,22ha010c_0.65618_444o030u_-0.65618,s2,tt/mix/22ha010c_0.65618_444o030u_-0.65618.wav,tt/s2/22ha010c_0.65618_444o030u_-0.65618.wav,wsj0/si_et_05_8k/444/444o030v.wav
856,0,22ha010c_1.0586_050a050j_-1.0586_22ho010d,22ha010c_1.0586_050a050j_-1.0586,s1,tt/mix/22ha010c_1.0586_050a050j_-1.0586.wav,tt/s1/22ha010c_1.0586_050a050j_-1.0586.wav,wsj0/si_dt_05_8k/22h/22ho010d.wav
856,1,22ha010c_1.0586_050a050j_-1.0586_050a0513,22ha010c_1.0586_050a050j_-1.0586,s2,tt/mix/22ha010c_1.0586_050a050j_-1.0586.wav,tt/s2/22ha010c_1.0586_050a050j_-1.0586.wav,wsj0/si_dt_05_8k/050/050a0513.wav
857,0,22ha010d_1.9918_446o0307_-1.9918_22hc0101,22ha010d_1.9918_446o0307_-1.9918,s1,tt/mix/22ha010d_1.9918_446o0307_-1.9918.wav,tt/s1/22ha010d_1.9918_446o0307_-1.9918.wav,wsj0/si_dt_05_8k/22h/22hc0101.wav
857,1,22ha010d_1.9918_446o0307_-1.9918_446c0212,22ha010d_1.9918_446o0307_-1.9918,s2,tt/mix/22ha010d_1.9918_446o0307_-1.9918.wav,tt/s2/22ha010d_1.9918_446o0307_-1.9918.wav,wsj0/si_et_05_8k/446/446c0212.wav
858,0,22ha010e_1.9643_445o030y_-1.9643_22ho010u,22ha010e_1.9643_445o030y_-1.9643,s1,tt/mix/22ha010e_1.9643_445o030y_-1.9643.wav,tt/s1/22ha010e_1.9643_445o030y_-1.9643.wav,wsj0/si_dt_05_8k/22h/22ho010u.wav
858,1,22ha010e_1.9643_445o030y_-1.9643_445c020j,22ha010e_1.9643_445o030y_-1.9643,s2,tt/mix/22ha010e_1.9643_445o030y_-1.9643.wav,tt/s2/22ha010e_1.9643_445o030y_-1.9643.wav,wsj0/si_et_05_8k/445/445c020j.wav
859,0,22ha010f_0.030153_445o0304_-0.030153_22ha010a,22ha010f_0.030153_445o0304_-0.030153,s1,tt/mix/22ha010f_0.030153_445o0304_-0.030153.wav,tt/s1/22ha010f_0.030153_445o0304_-0.030153.wav,wsj0/si_dt_05_8k/22h/22ha010a.wav
859,1,22ha010f_0.030153_445o0304_-0.030153_445c0207,22ha010f_0.030153_445o0304_-0.030153,s2,tt/mix/22ha010f_0.030153_445o0304_-0.030153.wav,tt/s2/22ha010f_0.030153_445o0304_-0.030153.wav,wsj0/si_et_05_8k/445/445c0207.wav
860,0,22ha010f_1.4703_444o030f_-1.4703_22ho010d,22ha010f_1.4703_444o030f_-1.4703,s1,tt/mix/22ha010f_1.4703_444o030f_-1.4703.wav,tt/s1/22ha010f_1.4703_444o030f_-1.4703.wav,wsj0/si_dt_05_8k/22h/22ho010d.wav
860,1,22ha010f_1.4703_444o030f_-1.4703_444c020e,22ha010f_1.4703_444o030f_-1.4703,s2,tt/mix/22ha010f_1.4703_444o030f_-1.4703.wav,tt/s2/22ha010f_1.4703_444o030f_-1.4703.wav,wsj0/si_et_05_8k/444/444c020e.wav
861,0,22ha010h_0.32862_444c020f_-0.32862_22ha010p,22ha010h_0.32862_444c020f_-0.32862,s1,tt/mix/22ha010h_0.32862_444c020f_-0.32862.wav,tt/s1/22ha010h_0.32862_444c020f_-0.32862.wav,wsj0/si_dt_05_8k/22h/22ha010p.wav
861,1,22ha010h_0.32862_444c020f_-0.32862_444o0313,22ha010h_0.32862_444c020f_-0.32862,s2,tt/mix/22ha010h_0.32862_444c020f_-0.32862.wav,tt/s2/22ha010h_0.32862_444c020f_-0.32862.wav,wsj0/si_et_05_8k/444/444o0313.wav
862,0,22ha010i_0.81229_053c0104_-0.81229_22ho0104,22ha010i_0.81229_053c0104_-0.81229,s1,tt/mix/22ha010i_0.81229_053c0104_-0.81229.wav,tt/s1/22ha010i_0.81229_053c0104_-0.81229.wav,wsj0/si_dt_05_8k/22h/22ho0104.wav
862,1,22ha010i_0.81229_053c0104_-0.81229_053a050s,22ha010i_0.81229_053c0104_-0.81229,s2,tt/mix/22ha010i_0.81229_053c0104_-0.81229.wav,tt/s2/22ha010i_0.81229_053c0104_-0.81229.wav,wsj0/si_dt_05_8k/053/053a050s.wav
863,0,22ha010i_1.6291_447o0306_-1.6291_22ha010q,22ha010i_1.6291_447o0306_-1.6291,s1,tt/mix/22ha010i_1.6291_447o0306_-1.6291.wav,tt/s1/22ha010i_1.6291_447o0306_-1.6291.wav,wsj0/si_dt_05_8k/22h/22ha010q.wav
863,1,22ha010i_1.6291_447o0306_-1.6291_447c020x,22ha010i_1.6291_447o0306_-1.6291,s2,tt/mix/22ha010i_1.6291_447o0306_-1.6291.wav,tt/s2/22ha010i_1.6291_447o0306_-1.6291.wav,wsj0/si_et_05_8k/447/447c020x.wav
864,0,22ha010k_0.9802_445c020x_-0.9802_22ha0111,22ha010k_0.9802_445c020x_-0.9802,s1,tt/mix/22ha010k_0.9802_445c020x_-0.9802.wav,tt/s1/22ha010k_0.9802_445c020x_-0.9802.wav,wsj0/si_dt_05_8k/22h/22ha0111.wav
864,1,22ha010k_0.9802_445c020x_-0.9802_445c0204,22ha010k_0.9802_445c020x_-0.9802,s2,tt/mix/22ha010k_0.9802_445c020x_-0.9802.wav,tt/s2/22ha010k_0.9802_445c020x_-0.9802.wav,wsj0/si_et_05_8k/445/445c0204.wav
865,0,22ha010k_1.1064_053c010o_-1.1064_22ho010r,22ha010k_1.1064_053c010o_-1.1064,s1,tt/mix/22ha010k_1.1064_053c010o_-1.1064.wav,tt/s1/22ha010k_1.1064_053c010o_-1.1064.wav,wsj0/si_dt_05_8k/22h/22ho010r.wav
865,1,22ha010k_1.1064_053c010o_-1.1064_053o020z,22ha010k_1.1064_053c010o_-1.1064,s2,tt/mix/22ha010k_1.1064_053c010o_-1.1064.wav,tt/s2/22ha010k_1.1064_053c010o_-1.1064.wav,wsj0/si_dt_05_8k/053/053o020z.wav
866,0,22ha010l_1.3798_444c0206_-1.3798_22ha010k,22ha010l_1.3798_444c0206_-1.3798,s1,tt/mix/22ha010l_1.3798_444c0206_-1.3798.wav,tt/s1/22ha010l_1.3798_444c0206_-1.3798.wav,wsj0/si_dt_05_8k/22h/22ha010k.wav
866,1,22ha010l_1.3798_444c0206_-1.3798_444o0309,22ha010l_1.3798_444c0206_-1.3798,s2,tt/mix/22ha010l_1.3798_444c0206_-1.3798.wav,tt/s2/22ha010l_1.3798_444c0206_-1.3798.wav,wsj0/si_et_05_8k/444/444o0309.wav
867,0,22ha010l_1.7804_441c020f_-1.7804_22hc0114,22ha010l_1.7804_441c020f_-1.7804,s1,tt/mix/22ha010l_1.7804_441c020f_-1.7804.wav,tt/s1/22ha010l_1.7804_441c020f_-1.7804.wav,wsj0/si_dt_05_8k/22h/22hc0114.wav
867,1,22ha010l_1.7804_441c020f_-1.7804_441c020l,22ha010l_1.7804_441c020f_-1.7804,s2,tt/mix/22ha010l_1.7804_441c020f_-1.7804.wav,tt/s2/22ha010l_1.7804_441c020f_-1.7804.wav,wsj0/si_et_05_8k/441/441c020l.wav
868,0,22ha010m_0.013147_053o020l_-0.013147_22ha010v,22ha010m_0.013147_053o020l_-0.013147,s1,tt/mix/22ha010m_0.013147_053o020l_-0.013147.wav,tt/s1/22ha010m_0.013147_053o020l_-0.013147.wav,wsj0/si_dt_05_8k/22h/22ha010v.wav
868,1,22ha010m_0.013147_053o020l_-0.013147_053o020a,22ha010m_0.013147_053o020l_-0.013147,s2,tt/mix/22ha010m_0.013147_053o020l_-0.013147.wav,tt/s2/22ha010m_0.013147_053o020l_-0.013147.wav,wsj0/si_dt_05_8k/053/053o020a.wav
869,0,22ha010n_0.61615_447c020f_-0.61615_22ho010x,22ha010n_0.61615_447c020f_-0.61615,s1,tt/mix/22ha010n_0.61615_447c020f_-0.61615.wav,tt/s1/22ha010n_0.61615_447c020f_-0.61615.wav,wsj0/si_dt_05_8k/22h/22ho010x.wav
869,1,22ha010n_0.61615_447c020f_-0.61615_447c0201,22ha010n_0.61615_447c020f_-0.61615,s2,tt/mix/22ha010n_0.61615_447c020f_-0.61615.wav,tt/s2/22ha010n_0.61615_447c020f_-0.61615.wav,wsj0/si_et_05_8k/447/447c0201.wav
870,0,22ha010n_1.7862_445o030x_-1.7862_22ha010v,22ha010n_1.7862_445o030x_-1.7862,s1,tt/mix/22ha010n_1.7862_445o030x_-1.7862.wav,tt/s1/22ha010n_1.7862_445o030x_-1.7862.wav,wsj0/si_dt_05_8k/22h/22ha010v.wav
870,1,22ha010n_1.7862_445o030x_-1.7862_445c020h,22ha010n_1.7862_445o030x_-1.7862,s2,tt/mix/22ha010n_1.7862_445o030x_-1.7862.wav,tt/s2/22ha010n_1.7862_445o030x_-1.7862.wav,wsj0/si_et_05_8k/445/445c020h.wav
871,0,22ha010n_1.9976_443o030c_-1.9976_22ha010w,22ha010n_1.9976_443o030c_-1.9976,s1,tt/mix/22ha010n_1.9976_443o030c_-1.9976.wav,tt/s1/22ha010n_1.9976_443o030c_-1.9976.wav,wsj0/si_dt_05_8k/22h/22ha010w.wav
871,1,22ha010n_1.9976_443o030c_-1.9976_443o0304,22ha010n_1.9976_443o030c_-1.9976,s2,tt/mix/22ha010n_1.9976_443o030c_-1.9976.wav,tt/s2/22ha010n_1.9976_443o030c_-1.9976.wav,wsj0/si_et_05_8k/443/443o0304.wav
872,0,22ha010o_0.10676_052a050z_-0.10676_22ha0105,22ha010o_0.10676_052a050z_-0.10676,s1,tt/mix/22ha010o_0.10676_052a050z_-0.10676.wav,tt/s1/22ha010o_0.10676_052a050z_-0.10676.wav,wsj0/si_dt_05_8k/22h/22ha0105.wav
872,1,22ha010o_0.10676_052a050z_-0.10676_052a050y,22ha010o_0.10676_052a050z_-0.10676,s2,tt/mix/22ha010o_0.10676_052a050z_-0.10676.wav,tt/s2/22ha010o_0.10676_052a050z_-0.10676.wav,wsj0/si_dt_05_8k/052/052a050y.wav
873,0,22ha010o_0.955_446o030b_-0.955_22hc010b,22ha010o_0.955_446o030b_-0.955,s1,tt/mix/22ha010o_0.955_446o030b_-0.955.wav,tt/s1/22ha010o_0.955_446o030b_-0.955.wav,wsj0/si_dt_05_8k/22h/22hc010b.wav
873,1,22ha010o_0.955_446o030b_-0.955_446c020b,22ha010o_0.955_446o030b_-0.955,s2,tt/mix/22ha010o_0.955_446o030b_-0.955.wav,tt/s2/22ha010o_0.955_446o030b_-0.955.wav,wsj0/si_et_05_8k/446/446c020b.wav
874,0,22ha010o_2.0276_423c0203_-2.0276_22hc010t,22ha010o_2.0276_423c0203_-2.0276,s1,tt/mix/22ha010o_2.0276_423c0203_-2.0276.wav,tt/s1/22ha010o_2.0276_423c0203_-2.0276.wav,wsj0/si_dt_05_8k/22h/22hc010t.wav
874,1,22ha010o_2.0276_423c0203_-2.0276_423a0104,22ha010o_2.0276_423c0203_-2.0276,s2,tt/mix/22ha010o_2.0276_423c0203_-2.0276.wav,tt/s2/22ha010o_2.0276_423c0203_-2.0276.wav,wsj0/si_dt_05_8k/423/423a0104.wav
875,0,22ha010o_2.3431_051c0102_-2.3431_22hc010i,22ha010o_2.3431_051c0102_-2.3431,s1,tt/mix/22ha010o_2.3431_051c0102_-2.3431.wav,tt/s1/22ha010o_2.3431_051c0102_-2.3431.wav,wsj0/si_dt_05_8k/22h/22hc010i.wav
875,1,22ha010o_2.3431_051c0102_-2.3431_051c010t,22ha010o_2.3431_051c0102_-2.3431,s2,tt/mix/22ha010o_2.3431_051c0102_-2.3431.wav,tt/s2/22ha010o_2.3431_051c0102_-2.3431.wav,wsj0/si_dt_05_8k/051/051c010t.wav
